,date,vessel_type,source,destination,price
310762,2026-04-29,Handysize,Mozambique,Gangavaram,19.44
524122,2026-04-29,Panamax,Mozambique,Gangavaram,26.72
694810,2026-04-29,Supramax,Indonesia,Gangavaram,21.34
542410,2026-04-29,Panamax,Mozambique,Paradip,24.23
292474,2026-04-29,Handysize,Indonesia,Sagar/Sandheads,24.72
316858,2026-04-29,Handysize,Mozambique,Gopalpur,20.15
713098,2026-04-29,Supramax,Indonesia,Paradip,21.02
127882,2026-04-29,Capesize,Mozambique,Visakhapatnam,21.67
152266,2026-04-29,Capesize,Russia,Haldia,18.51
274186,2026-04-29,Handysize,Indonesia,Gopalpur,19.72
341242,2026-04-29,Handysize,Mozambique,Visakhapatnam,13.22
499738,2026-04-29,Panamax,Indonesia,Paradip,39.22
585082,2026-04-29,Panamax,Russia,Paradip,29.3
743578,2026-04-29,Supramax,Mozambique,Gopalpur,20.52
97402,2026-04-29,Capesize,Mozambique,Gangavaram,15.11
140074,2026-04-29,Capesize,Russia,Gangavaram,16.7
176650,2026-04-29,Capesize,USA,Dhamra,20.09
365626,2026-04-29,Handysize,Russia,Haldia,28.94
475354,2026-04-29,Panamax,Indonesia,Dhamra,18.47
664330,2026-04-29,Supramax,Australia,Haldia,26.75
591178,2026-04-29,Panamax,Russia,Sagar/Sandheads,34.03
749674,2026-04-29,Supramax,Mozambique,Haldia,35.1
91306,2026-04-29,Capesize,Mozambique,Dhamra,12.53
249802,2026-04-29,Handysize,Australia,Sagar/Sandheads,26.87
371722,2026-04-29,Handysize,Russia,Paradip,26.88
469258,2026-04-29,Panamax,Australia,Visakhapatnam,33.85
182746,2026-04-29,Capesize,USA,Gangavaram,16.79
481450,2026-04-29,Panamax,Indonesia,Gangavaram,25.67
359530,2026-04-29,Handysize,Russia,Gopalpur,19.25
261994,2026-04-29,Handysize,Indonesia,Dhamra,12.89
578986,2026-04-29,Panamax,Russia,Haldia,29.84
731386,2026-04-29,Supramax,Mozambique,Dhamra,27.67
109594,2026-04-29,Capesize,Mozambique,Haldia,15.13
164458,2026-04-29,Capesize,Russia,Sagar/Sandheads,18.66
676522,2026-04-29,Supramax,Australia,Sagar/Sandheads,23.61
347338,2026-04-29,Handysize,Russia,Dhamra,21.07
493642,2026-04-29,Panamax,Indonesia,Haldia,27.92
566794,2026-04-29,Panamax,Russia,Gangavaram,29.55
463162,2026-04-29,Panamax,Australia,Sagar/Sandheads,28.63
268090,2026-04-29,Handysize,Indonesia,Gangavaram,23.94
737482,2026-04-29,Supramax,Mozambique,Gangavaram,21.33
103498,2026-04-29,Capesize,Mozambique,Gopalpur,20.03
170554,2026-04-29,Capesize,Russia,Visakhapatnam,18.97
670426,2026-04-29,Supramax,Australia,Paradip,25.11
487546,2026-04-29,Panamax,Indonesia,Gopalpur,17.56
572890,2026-04-29,Panamax,Russia,Gopalpur,32.73
847210,2026-04-29,Supramax,USA,Sagar/Sandheads,26.56
353434,2026-04-29,Handysize,Russia,Gangavaram,24.27
786250,2026-04-29,Supramax,Russia,Gopalpur,26.24
822826,2026-04-29,Supramax,USA,Gangavaram,29.96
36442,2026-04-29,Capesize,Australia,Sagar/Sandheads,14.99
816730,2026-04-29,Supramax,USA,Dhamra,34.25
48634,2026-04-29,Capesize,Indonesia,Dhamra,10.52
24250,2026-04-29,Capesize,Australia,Haldia,19.03
792346,2026-04-29,Supramax,Russia,Haldia,32.44
798442,2026-04-29,Supramax,Russia,Paradip,21.26
853306,2026-04-29,Supramax,USA,Visakhapatnam,32.02
42538,2026-04-29,Capesize,Australia,Visakhapatnam,13.58
30346,2026-04-29,Capesize,Australia,Paradip,17.91
18154,2026-04-29,Capesize,Australia,Gopalpur,13.27
804538,2026-04-29,Supramax,Russia,Sagar/Sandheads,27.23
810634,2026-04-29,Supramax,Russia,Visakhapatnam,28.77
725291,2026-04-30,Supramax,Indonesia,Visakhapatnam,34.12
66923,2026-04-30,Capesize,Indonesia,Haldia,21.3
85211,2026-04-30,Capesize,Indonesia,Visakhapatnam,17.22
103499,2026-04-30,Capesize,Mozambique,Gopalpur,19.59
213227,2026-04-30,Capesize,USA,Visakhapatnam,21.07
377819,2026-04-30,Handysize,Russia,Sagar/Sandheads,31.87
402203,2026-04-30,Handysize,USA,Gopalpur,22.13
670427,2026-04-30,Supramax,Australia,Paradip,25.75
633851,2026-04-30,Panamax,USA,Sagar/Sandheads,48.26
798443,2026-04-30,Supramax,Russia,Paradip,21.0
121787,2026-04-30,Capesize,Mozambique,Sagar/Sandheads,21.42
463163,2026-04-30,Panamax,Australia,Sagar/Sandheads,28.08
170555,2026-04-30,Capesize,Russia,Visakhapatnam,19.61
5963,2026-04-30,Capesize,Australia,Dhamra,17.78
841115,2026-04-30,Supramax,USA,Paradip,31.83
469259,2026-04-30,Panamax,Australia,Visakhapatnam,33.03
371723,2026-04-30,Handysize,Russia,Paradip,27.81
249803,2026-04-30,Handysize,Australia,Sagar/Sandheads,25.7
329051,2026-04-30,Handysize,Mozambique,Paradip,25.57
822827,2026-04-30,Supramax,USA,Gangavaram,30.2
621659,2026-04-30,Panamax,USA,Haldia,33.74
755771,2026-04-30,Supramax,Mozambique,Paradip,17.76
737483,2026-04-30,Supramax,Mozambique,Gangavaram,20.8
487547,2026-04-30,Panamax,Indonesia,Gopalpur,17.06
408299,2026-04-30,Handysize,USA,Haldia,23.58
127883,2026-04-30,Capesize,Mozambique,Visakhapatnam,21.23
578987,2026-04-30,Panamax,Russia,Haldia,29.04
676523,2026-04-30,Supramax,Australia,Sagar/Sandheads,23.54
219323,2026-04-30,Handysize,Australia,Dhamra,21.96
627755,2026-04-30,Panamax,USA,Paradip,28.24
42539,2026-04-30,Capesize,Australia,Visakhapatnam,13.81
30347,2026-04-30,Capesize,Australia,Paradip,18.38
286379,2026-04-30,Handysize,Indonesia,Paradip,18.6
518027,2026-04-30,Panamax,Mozambique,Dhamra,25.12
133979,2026-04-30,Capesize,Russia,Dhamra,21.37
347339,2026-04-30,Handysize,Russia,Dhamra,20.84
548507,2026-04-30,Panamax,Mozambique,Sagar/Sandheads,31.75
353435,2026-04-30,Handysize,Russia,Gangavaram,24.7
450971,2026-04-30,Panamax,Australia,Haldia,32.11
390011,2026-04-30,Handysize,USA,Dhamra,23.47
566795,2026-04-30,Panamax,Russia,Gangavaram,28.39
591179,2026-04-30,Panamax,Russia,Sagar/Sandheads,34.16
255899,2026-04-30,Handysize,Australia,Visakhapatnam,28.21
810635,2026-04-30,Supramax,Russia,Visakhapatnam,28.64
761867,2026-04-30,Supramax,Mozambique,Sagar/Sandheads,25.94
396107,2026-04-30,Handysize,USA,Gangavaram,25.77
585083,2026-04-30,Panamax,Russia,Paradip,29.22
658235,2026-04-30,Supramax,Australia,Gopalpur,21.03
444875,2026-04-30,Panamax,Australia,Gopalpur,27.78
719195,2026-04-30,Supramax,Indonesia,Sagar/Sandheads,20.02
835019,2026-04-30,Supramax,USA,Haldia,29.61
194939,2026-04-30,Capesize,USA,Haldia,23.68
652139,2026-04-30,Supramax,Australia,Gangavaram,20.65
493643,2026-04-30,Panamax,Indonesia,Haldia,27.73
274187,2026-04-30,Handysize,Indonesia,Gopalpur,19.52
322955,2026-04-30,Handysize,Mozambique,Haldia,16.55
542411,2026-04-30,Panamax,Mozambique,Paradip,24.31
780155,2026-04-30,Supramax,Russia,Gangavaram,34.07
505835,2026-04-30,Panamax,Indonesia,Sagar/Sandheads,30.37
664331,2026-04-30,Supramax,Australia,Haldia,26.03
164459,2026-04-30,Capesize,Russia,Sagar/Sandheads,18.1
438779,2026-04-30,Panamax,Australia,Gangavaram,31.19
457067,2026-04-30,Panamax,Australia,Paradip,18.98
383915,2026-04-30,Handysize,Russia,Visakhapatnam,21.86
24251,2026-04-30,Capesize,Australia,Haldia,18.0
713099,2026-04-30,Supramax,Indonesia,Paradip,21.84
207131,2026-04-30,Capesize,USA,Sagar/Sandheads,20.49
639947,2026-04-30,Panamax,USA,Visakhapatnam,23.74
182747,2026-04-30,Capesize,USA,Gangavaram,17.07
176651,2026-04-30,Capesize,USA,Dhamra,19.06
298571,2026-04-30,Handysize,Indonesia,Visakhapatnam,22.86
292475,2026-04-30,Handysize,Indonesia,Sagar/Sandheads,24.9
201035,2026-04-30,Capesize,USA,Paradip,14.55
12059,2026-04-30,Capesize,Australia,Gangavaram,12.88
646043,2026-04-30,Supramax,Australia,Dhamra,28.18
60827,2026-04-30,Capesize,Indonesia,Gopalpur,14.2
261995,2026-04-30,Handysize,Indonesia,Dhamra,13.17
91307,2026-04-30,Capesize,Mozambique,Dhamra,13.28
853307,2026-04-30,Supramax,USA,Visakhapatnam,32.48
767963,2026-04-30,Supramax,Mozambique,Visakhapatnam,29.62
432683,2026-04-30,Panamax,Australia,Dhamra,27.88
188843,2026-04-30,Capesize,USA,Gopalpur,17.39
530219,2026-04-30,Panamax,Mozambique,Gopalpur,25.64
572891,2026-04-30,Panamax,Russia,Gopalpur,33.36
524123,2026-04-30,Panamax,Mozambique,Gangavaram,26.39
231515,2026-04-30,Handysize,Australia,Gopalpur,26.1
688715,2026-04-30,Supramax,Indonesia,Dhamra,15.4
158363,2026-04-30,Capesize,Russia,Paradip,17.13
365627,2026-04-30,Handysize,Russia,Haldia,28.6
420491,2026-04-30,Handysize,USA,Sagar/Sandheads,34.31
304667,2026-04-30,Handysize,Mozambique,Dhamra,24.01
335147,2026-04-30,Handysize,Mozambique,Sagar/Sandheads,23.74
140075,2026-04-30,Capesize,Russia,Gangavaram,17.02
792347,2026-04-30,Supramax,Russia,Haldia,33.78
786251,2026-04-30,Supramax,Russia,Gopalpur,25.96
481451,2026-04-30,Panamax,Indonesia,Gangavaram,24.36
828923,2026-04-30,Supramax,USA,Gopalpur,21.82
414395,2026-04-30,Handysize,USA,Paradip,26.32
499739,2026-04-30,Panamax,Indonesia,Paradip,39.76
749675,2026-04-30,Supramax,Mozambique,Haldia,36.03
79115,2026-04-30,Capesize,Indonesia,Sagar/Sandheads,17.27
341243,2026-04-30,Handysize,Mozambique,Visakhapatnam,13.01
511931,2026-04-30,Panamax,Indonesia,Visakhapatnam,27.39
804539,2026-04-30,Supramax,Russia,Sagar/Sandheads,27.42
609467,2026-04-30,Panamax,USA,Gangavaram,30.02
237611,2026-04-30,Handysize,Australia,Haldia,21.93
774059,2026-04-30,Supramax,Russia,Dhamra,19.66
109595,2026-04-30,Capesize,Mozambique,Haldia,14.87
97403,2026-04-30,Capesize,Mozambique,Gangavaram,15.34
152267,2026-04-30,Capesize,Russia,Haldia,17.82
54731,2026-04-30,Capesize,Indonesia,Gangavaram,13.27
816731,2026-04-30,Supramax,USA,Dhamra,33.07
36443,2026-04-30,Capesize,Australia,Sagar/Sandheads,15.24
731387,2026-04-30,Supramax,Mozambique,Dhamra,27.23
694811,2026-04-30,Supramax,Indonesia,Gangavaram,22.46
18155,2026-04-30,Capesize,Australia,Gopalpur,13.02
73019,2026-04-30,Capesize,Indonesia,Paradip,13.08
700907,2026-04-30,Supramax,Indonesia,Gopalpur,17.81
359531,2026-04-30,Handysize,Russia,Gopalpur,19.54
426587,2026-04-30,Handysize,USA,Visakhapatnam,23.06
554603,2026-04-30,Panamax,Mozambique,Visakhapatnam,35.22
316859,2026-04-30,Handysize,Mozambique,Gopalpur,19.55
597275,2026-04-30,Panamax,Russia,Visakhapatnam,25.73
48635,2026-04-30,Capesize,Indonesia,Dhamra,10.74
146171,2026-04-30,Capesize,Russia,Gopalpur,15.28
847211,2026-04-30,Supramax,USA,Sagar/Sandheads,26.13
115691,2026-04-30,Capesize,Mozambique,Paradip,12.58
560699,2026-04-30,Panamax,Russia,Dhamra,36.64
225419,2026-04-30,Handysize,Australia,Gangavaram,17.32
243707,2026-04-30,Handysize,Australia,Paradip,15.07
603371,2026-04-30,Panamax,USA,Dhamra,33.04
682619,2026-04-30,Supramax,Australia,Visakhapatnam,25.87
475355,2026-04-30,Panamax,Indonesia,Dhamra,17.87
615563,2026-04-30,Panamax,USA,Gopalpur,28.52
280283,2026-04-30,Handysize,Indonesia,Haldia,24.06
268091,2026-04-30,Handysize,Indonesia,Gangavaram,24.39
310763,2026-04-30,Handysize,Mozambique,Gangavaram,18.47
707003,2026-04-30,Supramax,Indonesia,Haldia,22.97
743579,2026-04-30,Supramax,Mozambique,Gopalpur,20.02
536315,2026-04-30,Panamax,Mozambique,Haldia,28.52
322956,2026-05-01,Handysize,Mozambique,Haldia,17.07
243708,2026-05-01,Handysize,Australia,Paradip,14.36
274188,2026-05-01,Handysize,Indonesia,Gopalpur,19.08
12060,2026-05-01,Capesize,Australia,Gangavaram,12.06
646044,2026-05-01,Supramax,Australia,Dhamra,27.62
201036,2026-05-01,Capesize,USA,Paradip,13.98
652140,2026-05-01,Supramax,Australia,Gangavaram,20.18
255900,2026-05-01,Handysize,Australia,Visakhapatnam,26.77
603372,2026-05-01,Panamax,USA,Dhamra,33.05
774060,2026-05-01,Supramax,Russia,Dhamra,18.74
481452,2026-05-01,Panamax,Indonesia,Gangavaram,24.84
194940,2026-05-01,Capesize,USA,Haldia,22.82
237612,2026-05-01,Handysize,Australia,Haldia,21.99
719196,2026-05-01,Supramax,Indonesia,Sagar/Sandheads,19.12
450972,2026-05-01,Panamax,Australia,Haldia,30.89
97404,2026-05-01,Capesize,Mozambique,Gangavaram,14.53
335148,2026-05-01,Handysize,Mozambique,Sagar/Sandheads,23.14
73020,2026-05-01,Capesize,Indonesia,Paradip,12.81
591180,2026-05-01,Panamax,Russia,Sagar/Sandheads,31.74
816732,2026-05-01,Supramax,USA,Dhamra,32.17
390012,2026-05-01,Handysize,USA,Dhamra,23.37
761868,2026-05-01,Supramax,Mozambique,Sagar/Sandheads,25.93
505836,2026-05-01,Panamax,Indonesia,Sagar/Sandheads,28.96
292476,2026-05-01,Handysize,Indonesia,Sagar/Sandheads,23.87
36444,2026-05-01,Capesize,Australia,Sagar/Sandheads,14.61
109596,2026-05-01,Capesize,Mozambique,Haldia,14.23
518028,2026-05-01,Panamax,Mozambique,Dhamra,24.62
475356,2026-05-01,Panamax,Indonesia,Dhamra,17.06
725292,2026-05-01,Supramax,Indonesia,Visakhapatnam,33.47
286380,2026-05-01,Handysize,Indonesia,Paradip,18.61
627756,2026-05-01,Panamax,USA,Paradip,26.07
365628,2026-05-01,Handysize,Russia,Haldia,27.44
615564,2026-05-01,Panamax,USA,Gopalpur,28.26
219324,2026-05-01,Handysize,Australia,Dhamra,20.79
30348,2026-05-01,Capesize,Australia,Paradip,17.61
487548,2026-05-01,Panamax,Indonesia,Gopalpur,16.53
115692,2026-05-01,Capesize,Mozambique,Paradip,11.67
597276,2026-05-01,Panamax,Russia,Visakhapatnam,26.14
621660,2026-05-01,Panamax,USA,Haldia,32.68
554604,2026-05-01,Panamax,Mozambique,Visakhapatnam,35.25
329052,2026-05-01,Handysize,Mozambique,Paradip,23.63
371724,2026-05-01,Handysize,Russia,Paradip,26.73
225420,2026-05-01,Handysize,Australia,Gangavaram,16.18
469260,2026-05-01,Panamax,Australia,Visakhapatnam,32.96
560700,2026-05-01,Panamax,Russia,Dhamra,35.24
737484,2026-05-01,Supramax,Mozambique,Gangavaram,20.33
511932,2026-05-01,Panamax,Indonesia,Visakhapatnam,26.89
66924,2026-05-01,Capesize,Indonesia,Haldia,20.27
792348,2026-05-01,Supramax,Russia,Haldia,31.78
24252,2026-05-01,Capesize,Australia,Haldia,18.71
804540,2026-05-01,Supramax,Russia,Sagar/Sandheads,26.32
639948,2026-05-01,Panamax,USA,Visakhapatnam,22.99
207132,2026-05-01,Capesize,USA,Sagar/Sandheads,20.13
609468,2026-05-01,Panamax,USA,Gangavaram,26.64
383916,2026-05-01,Handysize,Russia,Visakhapatnam,20.75
457068,2026-05-01,Panamax,Australia,Paradip,18.27
280284,2026-05-01,Handysize,Indonesia,Haldia,22.61
548508,2026-05-01,Panamax,Mozambique,Sagar/Sandheads,31.38
353436,2026-05-01,Handysize,Russia,Gangavaram,23.44
121788,2026-05-01,Capesize,Mozambique,Sagar/Sandheads,20.12
231516,2026-05-01,Handysize,Australia,Gopalpur,25.45
633852,2026-05-01,Panamax,USA,Sagar/Sandheads,45.68
853308,2026-05-01,Supramax,USA,Visakhapatnam,31.59
828924,2026-05-01,Supramax,USA,Gopalpur,20.91
213228,2026-05-01,Capesize,USA,Visakhapatnam,21.11
249804,2026-05-01,Handysize,Australia,Sagar/Sandheads,26.56
377820,2026-05-01,Handysize,Russia,Sagar/Sandheads,32.6
463164,2026-05-01,Panamax,Australia,Sagar/Sandheads,27.71
749676,2026-05-01,Supramax,Mozambique,Haldia,34.36
731388,2026-05-01,Supramax,Mozambique,Dhamra,26.4
359532,2026-05-01,Handysize,Russia,Gopalpur,18.44
261996,2026-05-01,Handysize,Indonesia,Dhamra,13.15
713100,2026-05-01,Supramax,Indonesia,Paradip,20.56
54732,2026-05-01,Capesize,Indonesia,Gangavaram,12.79
298572,2026-05-01,Handysize,Indonesia,Visakhapatnam,22.11
48636,2026-05-01,Capesize,Indonesia,Dhamra,10.3
176652,2026-05-01,Capesize,USA,Dhamra,19.09
694812,2026-05-01,Supramax,Indonesia,Gangavaram,21.91
566796,2026-05-01,Panamax,Russia,Gangavaram,28.61
316860,2026-05-01,Handysize,Mozambique,Gopalpur,18.76
170556,2026-05-01,Capesize,Russia,Visakhapatnam,17.92
5964,2026-05-01,Capesize,Australia,Dhamra,17.66
79116,2026-05-01,Capesize,Indonesia,Sagar/Sandheads,16.6
810636,2026-05-01,Supramax,Russia,Visakhapatnam,28.76
707004,2026-05-01,Supramax,Indonesia,Haldia,21.79
664332,2026-05-01,Supramax,Australia,Haldia,25.25
60828,2026-05-01,Capesize,Indonesia,Gopalpur,14.18
426588,2026-05-01,Handysize,USA,Visakhapatnam,21.49
85212,2026-05-01,Capesize,Indonesia,Visakhapatnam,16.68
499740,2026-05-01,Panamax,Indonesia,Paradip,38.44
841116,2026-05-01,Supramax,USA,Paradip,31.8
743580,2026-05-01,Supramax,Mozambique,Gopalpur,19.14
670428,2026-05-01,Supramax,Australia,Paradip,24.75
798444,2026-05-01,Supramax,Russia,Paradip,21.17
18156,2026-05-01,Capesize,Australia,Gopalpur,13.0
536316,2026-05-01,Panamax,Mozambique,Haldia,28.27
414396,2026-05-01,Handysize,USA,Paradip,25.38
158364,2026-05-01,Capesize,Russia,Paradip,16.08
140076,2026-05-01,Capesize,Russia,Gangavaram,16.28
688716,2026-05-01,Supramax,Indonesia,Dhamra,15.68
304668,2026-05-01,Handysize,Mozambique,Dhamra,23.22
524124,2026-05-01,Panamax,Mozambique,Gangavaram,24.6
780156,2026-05-01,Supramax,Russia,Gangavaram,32.55
347340,2026-05-01,Handysize,Russia,Dhamra,20.9
438780,2026-05-01,Panamax,Australia,Gangavaram,30.21
676524,2026-05-01,Supramax,Australia,Sagar/Sandheads,22.43
152268,2026-05-01,Capesize,Russia,Haldia,17.19
103500,2026-05-01,Capesize,Mozambique,Gopalpur,19.59
133980,2026-05-01,Capesize,Russia,Dhamra,21.29
402204,2026-05-01,Handysize,USA,Gopalpur,22.17
310764,2026-05-01,Handysize,Mozambique,Gangavaram,18.73
432684,2026-05-01,Panamax,Australia,Dhamra,25.81
408300,2026-05-01,Handysize,USA,Haldia,21.96
700908,2026-05-01,Supramax,Indonesia,Gopalpur,17.2
786252,2026-05-01,Supramax,Russia,Gopalpur,25.1
835020,2026-05-01,Supramax,USA,Haldia,27.86
493644,2026-05-01,Panamax,Indonesia,Haldia,25.76
341244,2026-05-01,Handysize,Mozambique,Visakhapatnam,12.05
444876,2026-05-01,Panamax,Australia,Gopalpur,27.86
822828,2026-05-01,Supramax,USA,Gangavaram,29.35
396108,2026-05-01,Handysize,USA,Gangavaram,23.97
268092,2026-05-01,Handysize,Indonesia,Gangavaram,23.37
420492,2026-05-01,Handysize,USA,Sagar/Sandheads,31.98
146172,2026-05-01,Capesize,Russia,Gopalpur,15.02
188844,2026-05-01,Capesize,USA,Gopalpur,16.44
542412,2026-05-01,Panamax,Mozambique,Paradip,23.12
164460,2026-05-01,Capesize,Russia,Sagar/Sandheads,18.13
182748,2026-05-01,Capesize,USA,Gangavaram,16.27
682620,2026-05-01,Supramax,Australia,Visakhapatnam,24.21
847212,2026-05-01,Supramax,USA,Sagar/Sandheads,25.51
755772,2026-05-01,Supramax,Mozambique,Paradip,18.01
767964,2026-05-01,Supramax,Mozambique,Visakhapatnam,27.45
658236,2026-05-01,Supramax,Australia,Gopalpur,19.52
530220,2026-05-01,Panamax,Mozambique,Gopalpur,25.48
91308,2026-05-01,Capesize,Mozambique,Dhamra,12.33
572892,2026-05-01,Panamax,Russia,Gopalpur,31.76
585084,2026-05-01,Panamax,Russia,Paradip,28.9
578988,2026-05-01,Panamax,Russia,Haldia,28.49
42540,2026-05-01,Capesize,Australia,Visakhapatnam,12.95
127884,2026-05-01,Capesize,Mozambique,Visakhapatnam,21.03
329053,2026-05-02,Handysize,Mozambique,Paradip,23.77
615565,2026-05-02,Panamax,USA,Gopalpur,28.58
755773,2026-05-02,Supramax,Mozambique,Paradip,17.55
536317,2026-05-02,Panamax,Mozambique,Haldia,28.49
749677,2026-05-02,Supramax,Mozambique,Haldia,33.85
682621,2026-05-02,Supramax,Australia,Visakhapatnam,25.7
164461,2026-05-02,Capesize,Russia,Sagar/Sandheads,18.4
371725,2026-05-02,Handysize,Russia,Paradip,26.34
158365,2026-05-02,Capesize,Russia,Paradip,15.96
767965,2026-05-02,Supramax,Mozambique,Visakhapatnam,28.31
48637,2026-05-02,Capesize,Indonesia,Dhamra,10.71
115693,2026-05-02,Capesize,Mozambique,Paradip,11.72
469261,2026-05-02,Panamax,Australia,Visakhapatnam,33.12
554605,2026-05-02,Panamax,Mozambique,Visakhapatnam,34.47
426589,2026-05-02,Handysize,USA,Visakhapatnam,21.14
36445,2026-05-02,Capesize,Australia,Sagar/Sandheads,14.85
316861,2026-05-02,Handysize,Mozambique,Gopalpur,18.96
225421,2026-05-02,Handysize,Australia,Gangavaram,15.67
597277,2026-05-02,Panamax,Russia,Visakhapatnam,25.83
188845,2026-05-02,Capesize,USA,Gopalpur,16.55
152269,2026-05-02,Capesize,Russia,Haldia,16.42
365629,2026-05-02,Handysize,Russia,Haldia,28.13
572893,2026-05-02,Panamax,Russia,Gopalpur,30.59
774061,2026-05-02,Supramax,Russia,Dhamra,19.05
530221,2026-05-02,Panamax,Mozambique,Gopalpur,23.95
420493,2026-05-02,Handysize,USA,Sagar/Sandheads,32.54
359533,2026-05-02,Handysize,Russia,Gopalpur,19.05
237613,2026-05-02,Handysize,Australia,Haldia,21.13
73021,2026-05-02,Capesize,Indonesia,Paradip,12.41
97405,2026-05-02,Capesize,Mozambique,Gangavaram,14.48
822829,2026-05-02,Supramax,USA,Gangavaram,29.94
816733,2026-05-02,Supramax,USA,Dhamra,32.86
786253,2026-05-02,Supramax,Russia,Gopalpur,26.77
481453,2026-05-02,Panamax,Indonesia,Gangavaram,25.26
146173,2026-05-02,Capesize,Russia,Gopalpur,14.26
335149,2026-05-02,Handysize,Mozambique,Sagar/Sandheads,23.49
603373,2026-05-02,Panamax,USA,Dhamra,32.8
700909,2026-05-02,Supramax,Indonesia,Gopalpur,17.46
310765,2026-05-02,Handysize,Mozambique,Gangavaram,17.66
109597,2026-05-02,Capesize,Mozambique,Haldia,14.08
707005,2026-05-02,Supramax,Indonesia,Haldia,22.09
140077,2026-05-02,Capesize,Russia,Gangavaram,16.64
304669,2026-05-02,Handysize,Mozambique,Dhamra,23.26
18157,2026-05-02,Capesize,Australia,Gopalpur,12.66
475357,2026-05-02,Panamax,Indonesia,Dhamra,17.78
414397,2026-05-02,Handysize,USA,Paradip,25.58
743581,2026-05-02,Supramax,Mozambique,Gopalpur,19.64
828925,2026-05-02,Supramax,USA,Gopalpur,20.16
688717,2026-05-02,Supramax,Indonesia,Dhamra,15.65
231517,2026-05-02,Handysize,Australia,Gopalpur,25.74
792349,2026-05-02,Supramax,Russia,Haldia,32.01
524125,2026-05-02,Panamax,Mozambique,Gangavaram,25.05
731389,2026-05-02,Supramax,Mozambique,Dhamra,27.19
499741,2026-05-02,Panamax,Indonesia,Paradip,38.15
54733,2026-05-02,Capesize,Indonesia,Gangavaram,12.0
280285,2026-05-02,Handysize,Indonesia,Haldia,23.11
511933,2026-05-02,Panamax,Indonesia,Visakhapatnam,27.27
609469,2026-05-02,Panamax,USA,Gangavaram,28.68
694813,2026-05-02,Supramax,Indonesia,Gangavaram,21.56
79117,2026-05-02,Capesize,Indonesia,Sagar/Sandheads,16.95
804541,2026-05-02,Supramax,Russia,Sagar/Sandheads,26.81
847213,2026-05-02,Supramax,USA,Sagar/Sandheads,26.1
268093,2026-05-02,Handysize,Indonesia,Gangavaram,23.54
347341,2026-05-02,Handysize,Russia,Dhamra,19.99
646045,2026-05-02,Supramax,Australia,Dhamra,26.4
664333,2026-05-02,Supramax,Australia,Haldia,25.77
810637,2026-05-02,Supramax,Russia,Visakhapatnam,28.58
201037,2026-05-02,Capesize,USA,Paradip,13.35
24253,2026-05-02,Capesize,Australia,Haldia,18.23
261997,2026-05-02,Handysize,Indonesia,Dhamra,12.46
176653,2026-05-02,Capesize,USA,Dhamra,18.45
639949,2026-05-02,Panamax,USA,Visakhapatnam,22.69
566797,2026-05-02,Panamax,Russia,Gangavaram,28.76
713101,2026-05-02,Supramax,Indonesia,Paradip,19.96
383917,2026-05-02,Handysize,Russia,Visakhapatnam,19.93
841117,2026-05-02,Supramax,USA,Paradip,29.93
207133,2026-05-02,Capesize,USA,Sagar/Sandheads,19.27
676525,2026-05-02,Supramax,Australia,Sagar/Sandheads,22.33
438781,2026-05-02,Panamax,Australia,Gangavaram,29.97
457069,2026-05-02,Panamax,Australia,Paradip,17.92
5965,2026-05-02,Capesize,Australia,Dhamra,17.27
548509,2026-05-02,Panamax,Mozambique,Sagar/Sandheads,30.74
780157,2026-05-02,Supramax,Russia,Gangavaram,32.69
292477,2026-05-02,Handysize,Indonesia,Sagar/Sandheads,24.59
353437,2026-05-02,Handysize,Russia,Gangavaram,23.15
60829,2026-05-02,Capesize,Indonesia,Gopalpur,14.02
182749,2026-05-02,Capesize,USA,Gangavaram,16.39
127885,2026-05-02,Capesize,Mozambique,Visakhapatnam,20.94
322957,2026-05-02,Handysize,Mozambique,Haldia,17.15
585085,2026-05-02,Panamax,Russia,Paradip,29.26
542413,2026-05-02,Panamax,Mozambique,Paradip,23.43
243709,2026-05-02,Handysize,Australia,Paradip,14.04
652141,2026-05-02,Supramax,Australia,Gangavaram,20.2
835021,2026-05-02,Supramax,USA,Haldia,28.14
255901,2026-05-02,Handysize,Australia,Visakhapatnam,27.24
12061,2026-05-02,Capesize,Australia,Gangavaram,12.93
444877,2026-05-02,Panamax,Australia,Gopalpur,27.43
719197,2026-05-02,Supramax,Indonesia,Sagar/Sandheads,18.37
396109,2026-05-02,Handysize,USA,Gangavaram,24.21
493645,2026-05-02,Panamax,Indonesia,Haldia,27.27
194941,2026-05-02,Capesize,USA,Haldia,22.75
761869,2026-05-02,Supramax,Mozambique,Sagar/Sandheads,26.26
658237,2026-05-02,Supramax,Australia,Gopalpur,18.79
390013,2026-05-02,Handysize,USA,Dhamra,23.47
91309,2026-05-02,Capesize,Mozambique,Dhamra,12.51
591181,2026-05-02,Panamax,Russia,Sagar/Sandheads,33.24
450973,2026-05-02,Panamax,Australia,Haldia,30.75
505837,2026-05-02,Panamax,Indonesia,Sagar/Sandheads,29.91
274189,2026-05-02,Handysize,Indonesia,Gopalpur,18.93
133981,2026-05-02,Capesize,Russia,Dhamra,21.22
121789,2026-05-02,Capesize,Mozambique,Sagar/Sandheads,20.83
42541,2026-05-02,Capesize,Australia,Visakhapatnam,13.8
